timeStep pedestrianId velocity-PID3
1 1 0.0
2 1 0.5253486307212656
3 1 1.3578681156829564
4 1 1.9386964333902836
5 1 2.3439272075979742
6 1 2.6266471401402236
7 1 2.8085456951955847
8 1 2.8866424744104453
9 1 2.965201920670662
10 1 3.116545428682255
11 1 3.1680328044373627
12 1 3.2016353058044484
13 1 3.22504948758875
13 2 0.0
14 1 1.3789571307538842
14 2 1.4968468258520602
15 2 2.137125280893113
16 2 2.5838316650768527
17 2 2.884445984048529
18 2 3.0575229094404937
19 2 3.0842359796325756
20 2 3.3030594818077463
21 2 3.4343509999870245
22 2 3.4925389343385853
23 2 3.5294713327980918
24 2 1.2329013609647428
24 3 0.0
25 3 2.4001995894990067
26 3 3.4268864258973095
27 3 4.1433372563387305
28 3 4.460797197037139
29 3 4.813910895983814
30 3 5.23431456323693
31 3 5.401821934224996
32 3 0.5951720125438413
35 4 0.0
36 4 0.8750903629021574
37 4 1.2494110449793097
38 4 1.5105652661584106
39 4 1.692766174460847
40 4 1.819883517178745
41 4 1.9122806550438567
42 4 1.9359507670163207
43 4 1.9989397598007133
44 4 1.9425634493888233
45 4 2.0110126596147233
46 4 2.0343729463533675
46 5 0.0
47 4 2.073560469054046
47 5 1.8600108852714563
48 4 2.0939899048764246
48 5 2.6520601939153945
49 4 2.099809123842062
49 5 3.2271169277103366
50 4 2.1038679333519164
50 5 3.550909034418496
51 4 2.1066996553670694
51 5 3.6567248648825004
52 4 1.940572900175868
52 5 3.941065691757998
53 5 4.1741089479077615
54 5 4.278583949990079
55 5 3.290754117552731
57 6 0.0
58 6 2.3606521698237093
59 6 3.363026397868236
60 6 4.048678783269765
61 6 4.403156716482493
62 6 4.704348279207977
63 6 5.136123471104384
64 6 5.312583203749416
65 6 1.0717561266419282
68 7 0.0
69 7 1.5509936233545623
70 7 2.2144325147984
71 7 2.677296255817055
72 7 3.00356104545733
73 7 3.223003620706382
74 7 3.1849069895895457
75 7 3.422822515166962
76 7 3.556788582594026
77 7 3.619494127200587
78 7 3.657575659578263
79 7 0.8468110493304837
79 8 0.0
80 8 0.6909854761966573
81 8 0.9865549934077863
82 8 1.1927666831360466
83 8 1.3366354613841183
84 8 1.4370092295326147
85 8 1.5070379187807266
86 8 1.5558952683701581
87 8 1.58998165898047
88 8 1.607474672230361
89 8 1.6337354400977917
90 8 1.5616972132121638
90 9 0.0
91 8 1.579571988853614
91 9 1.585779567852684
92 8 1.601382905005916
92 9 2.2640979549470233
93 8 1.6572815313990021
93 9 2.7373446315260206
94 8 1.6538252782210041
94 9 3.068634286386532
95 8 1.6632614912134784
95 9 3.1886540414575064
96 8 1.6648889497160355
96 9 3.3234055928800363
97 8 1.6660241838608918
97 9 3.51408793379111
98 8 1.6668162025861524
98 9 3.6470883783127586
99 8 1.6673687742781544
99 9 3.4463416866224086
100 8 1.6126003462920784
100 9 1.8147465431272924
101 9 1.8381105613330535
101 10 0.0
102 10 0.9591266913166608
103 10 1.3693939797913492
104 10 1.655626653558213
105 10 1.8553254376454427
106 10 1.9946500276913923
107 10 2.0918532767298648
108 10 2.1540135755122733
109 10 2.1081348514741913
110 10 2.1747147177170967
111 10 2.214611704128048
112 10 2.266945460583852
113 10 2.287720598010687
113 11 0.0
114 10 2.296322419532309
114 11 1.8972043208627518
115 10 2.3023233335389954
115 11 2.7230811797125063
116 10 2.3065100269230423
116 11 3.3052612364983482
117 10 0.955324606869461
117 11 3.5891344509161343
118 11 3.703887266190161
119 11 4.065461328882288
120 11 4.267822105018632
121 11 4.3626648182534815
122 11 2.120626172495102
124 12 0.0
125 12 1.8009628570932887
126 12 2.571326692336241
127 12 3.1087889646799587
128 12 3.462315262554813
129 12 3.6380528149800964
130 12 3.7370005838256377
131 12 4.034278868218662
132 12 4.141267710436036
133 12 4.204101067999654
134 12 0.5342234612568385
135 13 0.0
136 13 1.3583505305056924
137 13 1.9393851254551981
138 13 2.3447600529149177
139 13 2.627579717565881
140 13 2.8203965375900255
141 13 2.8746897293303033
142 13 2.964158298943513
143 13 3.1182613509566135
144 13 3.168876586213113
145 13 3.202618945627579
146 13 3.2260879518626875
146 14 0.0
147 13 1.4211110132164209
147 14 0.8031353273914892
148 14 1.146677846455746
149 14 1.3863585065659867
150 14 1.5535778356243608
151 14 1.6702426394505663
152 14 1.7516374762573783
153 14 1.7913641152906425
154 14 1.8127740611444179
155 14 1.841831625993909
156 14 1.8203056052832902
157 14 1.8607051048559031
157 15 0.0
158 14 1.9056935189884272
158 15 1.1657770204553684
159 14 1.9119185369714757
159 15 1.6641255619617157
160 14 1.9272201848702233
160 15 2.012120562276942
161 14 1.9309257154379484
161 15 2.2468154428214997
162 14 1.9335097562508117
162 15 2.442230259562541
163 14 1.9353125577211974
163 15 2.5490646759196296
164 14 1.9365703278381283
164 15 2.503116006875271
165 14 0.6468294794136189
165 15 2.5726194147672503
166 15 2.695979792717611
167 15 2.7407097031759604
168 15 2.7687739367007658
168 16 0.0
169 15 2.7828120714557696
169 16 1.7682186603989178
170 15 2.7926060839250666
170 16 2.524575004867319
171 15 0.4661298346741665
171 16 3.052266374511741
172 16 3.389425815549684
173 16 3.5188234709525537
174 16 3.741216902465449
175 16 3.9624592175124174
176 16 4.06549136736957
177 16 4.0175076547334525
179 17 0.0
180 17 1.999419634217285
181 17 2.8522930640244732
182 17 3.4342016567639218
183 17 3.791564192311374
184 17 3.9260690207132187
185 17 4.341648915832713
186 17 4.500791478066316
187 17 4.600534243939438
188 17 0.541378530952212
190 18 0.0
191 18 2.0628421867455615
192 18 2.9452241918808513
193 18 3.5608416997213803
194 18 3.965810563439408
195 18 4.02685020361042
196 18 4.474989548417288
197 18 4.641861807029792
198 18 4.530945434385525
201 19 0.0
202 19 2.67939821102794
203 19 3.8255126624612306
204 19 4.589720403521148
205 19 4.877710141417495
206 19 5.470533187272828
207 19 5.839481636877955
208 19 3.3920915799036258
213 20 0.0
214 20 1.5612754124583788
215 20 2.2291118772554372
216 20 2.6950451676430736
217 20 3.0201157700915786
218 20 3.230509679262417
219 20 3.2198159429056745
220 20 3.439923095094906
221 20 3.576560603952453
222 20 3.6436138794326833
223 20 3.6819100291306697
224 20 1.085199754741763
224 21 0.0
225 21 2.524139781234711
226 21 3.6038421799606644
227 21 4.355455386282912
228 21 4.687652409151597
229 21 5.1073052408149
230 21 5.500269278887306
231 21 5.162526779158858
235 22 0.0
236 22 1.2765328324803784
237 22 1.8225708747697362
238 22 2.2035281423245867
239 22 2.4735737317000246
240 22 2.60535683850548
241 22 2.716336592886509
242 22 2.788986249582347
243 22 2.893052170193269
244 22 2.9687525964516586
245 22 3.0091593134095183
246 22 3.0313827829703675
246 23 0.0
247 22 2.612605246785396
247 23 1.155874981842517
248 23 1.6503018744346714
249 23 1.9952501876941373
250 23 2.2359134017412954
251 23 2.4038182317248755
252 23 2.5291281406034374
253 23 2.502465106963351
254 23 2.581751222391261
255 23 2.6660149050983093
256 23 2.7167451001247724
257 23 2.7442234108511956
257 24 0.0
258 23 2.7584542811705544
258 24 1.1687383431315614
259 23 2.7683827939136108
259 24 1.6686666873931957
260 23 0.6533770406805747
260 24 2.017454482473995
261 24 2.2607965821042995
262 24 2.428943600598885
263 24 2.5264500449136134
264 24 2.5298594981548765
265 24 2.6088497665662005
266 24 2.7001371421253095
267 24 2.7464465469581683
268 24 2.7749807606839143
268 25 0.0
269 24 2.789304094795382
269 25 2.752850486686776
270 24 2.799297094318618
270 25 3.974476311465317
271 24 0.4455965368983038
271 25 4.646959199469206
272 25 4.850962515081803
