timeStep pedestrianId velocity-PID3
1 1 0.0
2 1 0.5731941610282186
3 1 1.4819370807581385
4 1 2.1158360124878386
5 1 2.5580926670470725
6 1 2.865546467512677
7 1 3.0634374675677023
8 1 3.1853670237577063
9 1 3.1984467279124913
10 1 3.278597583012955
11 1 3.421888561354524
12 1 3.4944513712909773
13 1 3.496820452403342
13 2 0.0
14 1 3.2999092285277905
14 2 1.271301851373528
15 1 3.295762263351034
15 2 1.8151021644474998
16 1 3.3415271779363818
16 2 2.194498764100132
17 1 3.52178411348838
17 2 2.4591947261368596
18 1 3.5577388797229226
18 2 2.6393916136523625
19 1 3.571602253198048
19 2 2.7489195068648002
20 1 3.5726275029381838
20 2 2.8271117244920565
21 1 3.5752435139553094
21 2 2.7374602617983657
22 1 3.5762874320620175
22 2 2.8420965062051855
23 1 0.3827752434530229
23 2 2.9435812555285032
24 2 3.0189170711500215
24 3 0.0
25 2 3.0343660009893534
25 3 0.5459700633005364
26 2 2.9510145455300605
26 3 0.7795090972513639
27 2 2.8402456264252764
27 3 0.9424437945615168
28 2 2.836894143993281
28 3 1.056119471716373
29 2 2.9866028676708147
29 3 1.1354283066804116
30 2 2.9924997412841146
30 3 1.1907602012985594
31 2 3.054226878418435
31 3 1.2287413323506553
32 2 3.065913138669709
32 3 1.2562730537979776
33 2 3.059549459707061
33 3 1.2750851868143989
34 2 3.0535536873815863
34 3 1.2870162230250977
35 2 3.0623303907333046
35 3 1.2922985120208503
35 4 0.0
36 2 3.059707214887248
36 3 1.296888528458873
36 4 2.3667440692640587
37 2 0.48714338672833285
37 3 1.2897915476358728
37 4 3.3791205689407167
38 3 1.3108234071529954
38 4 4.088440847743179
39 3 1.3030385661200945
39 4 4.412166906847677
40 3 1.2961499790852447
40 4 1.8326926896959612
41 3 1.301373608394562
41 4 1.1998819099996394
42 3 1.3095214180015018
42 4 1.2651365620874124
43 3 1.3133294820493675
43 4 1.276862798499102
44 3 1.3150977183197903
44 4 1.290516809995375
45 3 1.314550266145813
45 4 1.3108736352500583
46 3 1.316852375435239
46 4 1.3213117583203304
46 5 0.0
47 3 1.317335674693555
47 4 1.3160751338187717
47 5 1.629186414262906
48 3 1.317672659110947
48 4 1.313205216222054
48 5 2.32607144763764
