timeStep pedestrianId velocity-PID3
1 1 0.0
2 1 0.585213916917914
3 1 1.6118291660801543
4 1 2.452350386690391
5 1 3.1405109786418555
6 1 3.7039292274522655
7 1 4.165217081253445
8 1 4.542887638373145
9 1 4.852098142071167
10 1 5.105258293781695
11 1 5.312528297904464
12 1 5.482226626395722
13 1 5.6211638681858815
14 1 5.734916061972058
15 1 5.828048482187654
16 1 5.9042988594627985
17 1 5.9667273888537835
18 1 6.017839546196754
19 1 6.059686641635622
20 1 6.093948145889399
21 1 6.121999091270297
21 2 0.0
22 1 6.1449652695014265
22 2 1.081227376357424
23 1 3.542177273472106
23 2 1.6450553466719136
24 2 2.10667889791452
25 2 2.4846241829750504
26 2 2.7940596151362094
27 2 3.0474039228755334
28 2 3.25482470136129
29 2 3.424646473593288
30 2 3.563684782676269
31 2 3.6775197234454886
32 2 3.770719891223802
33 2 3.8470257355598463
34 2 3.9094996775756528
35 2 3.9606490156586105
36 2 4.0025265521335385
37 2 4.0368129794154655
38 2 4.06488433208802
39 2 4.087867211995395
40 2 4.106684002724293
41 2 4.122089886900241
41 3 0.0
42 2 4.134703161863058
42 3 1.2028558086334087
43 2 4.145030035099012
43 3 1.8301095256989166
44 2 4.153484964070827
44 3 2.343661450267864
45 2 4.160407274551758
45 3 2.764122211297824
46 2 4.166074783103554
46 3 3.108366371595679
47 2 4.17071494670904
47 3 3.3902096558919297
48 2 4.174513991399905
48 3 3.620963423193956
49 2 4.177624386158115
49 3 3.8098886311496507
50 2 3.075639803986519
50 3 3.964567484733305
51 3 4.091207872199266
52 3 4.194892227320125
53 3 4.279781798340956
54 3 4.349283501437952
55 3 4.406186683697477
56 3 4.45277506939108
57 3 4.490918413835516
58 3 4.522147543228186
59 3 4.547715792069255
60 3 4.568649303869407
61 3 4.585788212292826
61 4 0.0
62 3 4.599820368490512
62 4 1.578301886049283
63 3 4.611308922823497
63 4 2.401339621856885
64 3 4.6207149558520655
64 4 3.075185947720681
65 3 4.628415964483523
65 4 3.6268846666168635
66 3 4.634721017169213
66 4 4.078577380615457
67 3 4.639883157233683
67 4 4.448392101489798
68 3 0.6437322067558426
68 4 4.751170735651751
69 4 4.999065026916778
70 4 5.202023654683046
71 4 5.368192126707477
72 4 5.504239366412662
73 4 5.615625426583897
74 4 5.706820620418952
75 4 5.781484930862092
76 4 5.842614898546884
77 4 5.892663883474995
78 4 5.933640526953212
79 4 5.9671893654108175
80 4 5.994656831412328
81 4 6.01714528852014
81 5 0.0
82 4 4.691526338654697
82 5 1.7357972576008511
83 5 2.64096460550196
84 5 3.3820527119096004
85 5 3.988804345307164
86 5 4.485570574701557
87 5 4.892288369709686
88 5 5.225280740860391
89 5 5.497911839175476
90 5 5.72112330633302
91 5 5.903873401051172
92 5 6.053496525377234
93 5 6.175997579929003
94 5 6.276292961592098
95 5 6.358407875752718
96 5 6.425637881895241
97 5 6.480681155954684
98 5 6.525746777574511
99 5 6.56264338821687
100 5 6.592851778285251
101 5 3.8369954585845534
101 6 0.0
102 6 1.048682111963477
103 6 1.595538806294308
104 6 2.043267210893423
105 6 2.409836230561525
106 6 2.7099575645170404
107 6 2.9556761337403614
108 6 3.1568534856535493
109 6 3.3215635725738792
110 6 3.4564167876999683
111 6 3.566825263340206
112 6 3.6572200787368345
113 6 3.73122909479709
114 6 3.7918225528612197
115 6 3.8414322808951127
116 6 3.8820492912687854
117 6 3.9153036870611118
118 6 3.9425300838103823
119 6 3.964821172314508
120 6 3.9830715721436576
121 6 3.998013735836537
121 7 0.0
122 6 4.0102473461356425
122 7 0.5999979966257567
123 6 4.020263377504051
123 7 0.9128792058474495
124 6 4.0284638106870005
124 7 1.1690446825764909
125 6 4.035177757654836
125 7 1.3787752403873599
126 6 4.040674672589262
126 7 1.5504881003422506
127 6 4.045175165948066
127 7 1.6910747012031688
128 6 4.0488598583073525
128 7 1.8061772761230586
129 6 4.051876629290973
129 7 1.9004152950130404
130 6 4.054346552496753
130 7 1.977570860015243
131 6 3.267914273129378
