timeStep VRUID x-position y-position
2 1 1.4882074998645074 4.186170816149339
3 1 2.0734214167824216 4.186170816125954
4 1 3.3926436244036187 4.18617081601204
5 1 5.039079428053933 4.186170815819668
6 1 6.953415213350592 4.186170815660202
7 1 9.087088951481931 4.186170816085806
8 1 11.400341419009242 4.186170816352038
9 1 13.860620516755667 4.186170816471844
10 1 16.441274839640258 4.18617081586206
11 1 19.120484062386367 4.1861708159566975
12 1 21.88038321339999 4.186170815853989
13 1 24.706345690843463 4.186170815417182
14 1 27.58639624583149 4.1861708153128525
15 1 30.510730373710622 4.186170815389332
16 1 33.47132082491223 4.186170815429908
17 1 36.46159544328121 4.186170815459218
18 1 39.476173402403596 4.186170815376234
19 1 42.51064925417346 4.186170815343776
20 1 45.561416122710696 4.1861708153569595
21 1 48.62552094778229 4.18617081536571
22 1 51.70054596610788 4.186170815361171
23 1 54.78451168997417 4.186170815361658
24 1 55.25420632869555 4.186170815361263
