timeStep pedestrianId x-PID4 y-PID4
1 1 1.4882074998645074 4.186170816149339
2 1 1.7808144583234644 4.186170816137647
3 1 2.5867290413635415 4.186170816074844
4 1 3.812904234708737 4.186170815947256
5 1 5.383159724029665 4.186170815803729
6 1 7.235124337755797 4.1861708159447675
7 1 9.31773287838252 4.186170816148403
8 1 11.589176697569092 4.186170816310123
9 1 14.015225768604676 4.186170816086092
10 1 16.567854915495523 4.186170816021394
11 1 19.224119064447756 4.186170815937692
12 1 21.965232377645616 4.186170815677437
13 1 24.775814311738557 4.186170815495145
14 1 27.643272342724586 4.186170815442238
15 1 30.557296583818413 4.186170815436073
16 1 33.50944601354981 4.186170815447646
17 1 36.492809707976704 4.1861708154119395
18 1 39.50172948107508 4.186170815377858
19 1 42.53157280189289 4.186170815367409
20 1 45.57854687483759 4.18617081536656
21 1 48.63954642047274 4.186170815363866
21 2 1.556355473837195 6.582592240888703
22 1 51.712029055223454 4.186170815362762
22 2 2.096969162015907 6.58259224082627
23 1 53.48311769195951 4.186170815362012
23 2 2.9194968353518638 6.582592240702446
24 2 3.972836284309124 6.58259224065432
25 2 5.215148375796649 6.5825922405922
26 2 6.612178183364754 6.5825922405925885
27 2 8.13588014480252 6.582592240599954
28 2 9.763292495483165 6.582592240703006
29 2 11.47561573227981 6.582592240743648
30 2 13.257458123617944 6.582592240759707
31 2 15.096217985340688 6.582592240617083
32 2 16.98157793095259 6.582592240817304
33 2 18.905090798732513 6.582592241067997
34 2 20.85984063752034 6.582592241250951
35 2 22.840165145349644 6.582592241470882
36 2 24.841428421416413 6.5825922416194445
37 2 26.859834911124146 6.5825922415626055
38 2 28.892277077168156 6.5825922415297775
39 2 30.936210683165854 6.582592241489914
40 2 32.989552684528 6.582592241418513
41 2 35.05059762797812 6.58259224136965
41 3 1.8145744175561154 6.11887559660612
42 2 37.11794920890965 6.582592241365636
42 3 2.4160023218728197 6.118875596633674
43 2 39.190464226459156 6.582592241355226
43 3 3.331057084722278 6.118875596771664
44 2 41.26720670849457 6.58259224135116
44 3 4.50288780985621 6.118875596930354
45 2 43.34741034577045 6.582592241348194
45 3 5.884948915505122 6.118875597150459
46 2 45.430447737322226 6.582592241347272
46 3 7.439132101302961 6.118875597294126
47 2 47.515805210676746 6.5825922413446785
47 3 9.134236929248926 6.118875597391452
48 2 49.6030622063767 6.582592241343806
48 3 10.944718640845904 6.1188755974291436
49 2 51.691874399455756 6.5825922413434235
49 3 12.84966295642073 6.118875597567468
50 2 53.229694301449015 6.582592241343436
50 3 14.831946698787382 6.118875597646292
51 3 16.877550634887015 6.118875597689504
52 3 18.974996748547078 6.11887559766378
53 3 21.114887647717556 6.118875597653865
54 3 23.28952939843653 6.118875597575469
55 3 25.49262274028527 6.118875597469029
56 3 27.71901027498081 6.118875597415377
57 3 29.96446948189857 6.118875597351079
58 3 32.22554325351266 6.118875597338656
59 3 34.49940114954729 6.118875597364667
60 3 36.78372580148199 6.118875597364442
61 3 39.076619907628405 6.118875597375877
61 4 1.9939537476603102 7.840810180720355
62 3 41.37653009187366 6.118875597382156
62 4 2.7831046906849517 7.840810180734303
63 3 43.68218455328541 6.118875597382347
63 4 3.9837745016133943 7.840810180864948
64 3 45.99254203121144 6.118875597384142
64 4 5.521367475473735 7.840810180909081
65 3 48.306750013453204 6.118875597386288
65 4 7.3348098087821665 7.840810180881811
66 3 50.62411052203781 6.118875597387192
66 4 9.374098499089895 7.840810180815624
67 3 52.94405210065465 6.11887559738724
67 4 11.598294549834794 7.84081018067065
68 3 53.26591820403257 6.11887559738724
68 4 13.97387991766067 7.840810180387646
69 4 16.47341243111906 7.840810180139638
70 4 19.07442425846058 7.8408101802839685
71 4 21.75852032181432 7.840810180337475
72 4 24.51064000502065 7.840810180306467
73 4 27.3184527183126 7.84081018030391
74 4 30.171863028522075 7.840810180293938
75 4 33.06260549395312 7.840810180295936
76 4 35.983912943226564 7.840810180273149
77 4 38.93024488496406 7.840810180251067
78 4 41.89706514844067 7.840810180248141
79 4 44.880659831146076 7.840810180247757
80 4 47.87798824685224 7.840810180241421
81 4 50.88656089111231 7.840810180238322
81 5 1.2753013240856481 3.4140507184460804
82 4 53.23232406043966 7.840810180238333
82 5 2.1431999528860737 3.4140507184999955
83 5 3.4636822556370537 3.414050718677412
84 5 5.154708611591854 3.414050718668246
85 5 7.149110784245436 3.4140507185426086
86 5 9.391896071596214 3.414050718486797
87 5 11.838040256451057 3.4140507184120588
88 5 14.450680626881253 3.414050718363025
89 5 17.19963654646899 3.414050718365761
90 5 20.0601981996355 3.4140507184090843
91 5 23.012134900161087 3.41405071842519
92 5 26.038883162849704 3.414050718419224
93 5 29.126881952814205 3.414050718368021
94 5 32.265028433610254 3.414050718348039
95 5 35.44423237148661 3.41405071839337
96 5 38.657051312434234 3.414050718416445
97 5 41.897391890411576 3.4140507184166444
98 5 45.16026527919883 3.4140507184170605
99 5 48.44158697330727 3.4140507184191184
100 5 51.73801286244989 3.4140507184198525
101 5 53.65651059174217 3.4140507184197117
101 6 0.921262220268309 3.0501101236404238
102 6 1.4456032762500475 3.0501101236595716
103 6 2.2433726793972015 3.0501101236237482
104 6 3.265006284843913 3.050110123557356
105 6 4.469924400124675 3.050110123684225
106 6 5.824903182383196 3.050110123758927
107 6 7.302741249253376 3.0501101237133605
108 6 8.881167992080151 3.0501101238460984
109 6 10.54194977836709 3.0501101239327935
110 6 12.270158172217075 3.0501101239356103
111 6 14.053570803887178 3.0501101239042803
112 6 15.882180843255595 3.0501101238524146
113 6 17.74779539065414 3.0501101236077575
114 6 19.64370666708475 3.0501101235758874
115 6 21.564422807532306 3.050110123472499
116 6 23.5054474531667 3.0501101236475088
117 6 25.463099296697255 3.050110123788546
118 6 27.434364338602446 3.0501101238814496
119 6 29.4167749247597 3.0501101239095454
120 6 31.40831071083153 3.0501101239635706
121 6 33.4073175787498 3.050110123960389
121 7 1.7533659341329357 4.7895966905634255
122 6 35.41244125181762 3.050110123991906
122 7 2.053364932445814 4.789596690540665
123 6 37.422572940569644 3.0501101240059705
123 7 2.509804535369539 4.789596690490522
124 6 39.436804845913144 3.050110123999952
124 7 3.0943268766577843 4.789596690425668
125 6 41.45439372474056 3.0501101240041057
125 7 3.783714496851464 4.789596690406498
126 6 43.47473106103519 3.0501101240053297
126 7 4.5589585470225895 4.7895966904022815
127 6 45.497318644009226 3.050110124001686
127 7 5.404495897624174 4.7895966902803
128 6 47.5217485731629 3.0501101239979014
