currPosX currPosY predPosX predPosY AX AY BX BY angle direction
1.63876064232645 93.44378402333226 1.63876064232645 93.44378402333226 1.63876064232645 93.44378402333226 1.63876064232645 93.44378402333226 0.0 Straight
2.8611933649863994 93.43061409945928 4.083626087646223 93.41744417558631 4.083626087646223 93.41744417558631 4.083626087646223 93.41744417558631 0.0 Straight
4.606616812665118 93.42166692535649 6.613535622853988 93.41483112613871 6.613546992143413 93.42271265002061 6.613430803422503 93.40004644105859 0.3235543301210245 Straight
6.716886158722233 93.41391020445877 9.00957845397528 93.40674871016358 9.009583961948767 93.4088081662925 9.009559517131745 93.40215778545364 0.08309872278986255 Straight
9.081700749455546 93.40807998491718 11.57378796252948 93.40321301605364 11.573790752148565 93.40495213740917 11.57377588015693 93.39891985979803 0.06934438766836806 Straight
11.624105291528272 93.40448450914386 14.255304809270115 93.40200640525462 14.25530580286641 93.40352936637294 14.25529797977059 93.39799756040428 0.060229064291616556 Straight
14.29040895924888 93.40287235286559 17.018662189794327 93.40225185633486 17.01866220307239 93.40343142718929 17.0186595321473 93.39901405310405 0.0463844331139126 Straight
17.043153150270182 93.40297286598519 19.839117602942565 93.4039297138037 19.839117124669336 93.40486760274861 19.839117255581897 93.40128231170183 0.03673545407413681 Straight
19.856202597058857 93.40591395023296 22.69940467173194 93.4102753200448 22.699402016196128 93.41175535327068 22.699408014926895 93.40601776643469 0.057811465794956066 Straight
21.924176974805846 93.90520130756148 23.619613818022913 94.6526618014278 23.57383078365166 94.74891073040162 23.777066482141805 93.90713853058082 13.513702028694231 Right
23.10862545118244 92.4171712512176 23.85131097685965 89.93548248806906 25.626708973540627 93.0251320078593 21.95135710947615 90.09960984049457 65.05436874566041 Left
22.53444731168561 89.7945163157771 21.0809558642688 86.60454894080505 19.405016069295176 88.21489948241194 24.717593254694926 87.05181636269768 129.13182784545873 Left
22.317618671547997 87.15001116748745 22.279464781089544 84.49458091277347 22.179819528142048 89.80213804097673 22.88558031240136 89.7442712029362 7.661616727791568 Straight
20.5213908018666 85.54176563476416 17.935463317423284 84.45164990981556 20.750716576505432 88.338689469563 23.326559798822263 85.46176471540514 43.473131589342806 Left
17.73311315042702 85.05366863913471 14.448810608133726 85.12564591203702 20.180557743334848 87.2449784943982 20.77940152890583 83.82405445888402 31.910345377835085 Left
14.905943441866636 84.57418125862064 12.059327704745556 84.09899868566434 17.74871970735724 85.07181841240849 17.753831256914932 85.04167952104116 0.3034470326605607 Straight
12.053539841529437 84.09037318782042 9.188519295304218 83.60440477187723 14.91855694554647 84.57636189682181 14.918570533962725 84.57628178313668 8.010711606871723E-4 Straight
9.18355361267568 83.6034183506297 6.304776069563559 83.1148901302437 12.062317420570212 84.09202750240314 12.06237184854989 84.09170671792742 0.0031922422351993163 Straight
6.289926890880017 83.49941769368786 3.384479922613309 83.58689412686498 9.155732115231132 83.98566313361862 9.183245188634896 83.22016254217154 7.571352919088828 Straight
4.578579869186848 82.75981969476601 3.45837269755458 81.70242302485079 5.673768846053116 83.8431077127348 6.118024722932473 82.81514931793728 21.314300035051865 Right
