timeStep VRUID x-position y-position
1 1 1.201 29.201
2 1 1.715387435054311 28.52338218741743
3 1 1.9729689531118202 26.310044478764624
4 1 2.281382499268554 23.144658363299687
5 1 2.300804961326883 19.298343557436333
6 1 3.41590612190052 15.826642688798591
7 1 7.703440963839212 14.95870392622416
8 1 12.426093641334365 14.429310184697947
9 1 17.337842981986796 13.878284071196243
10 1 22.4042872496761 13.708204541051504
11 1 26.898947661168002 12.85233095875446
12 1 27.753139035995048 8.219316502917522
13 1 27.760151577641277 3.0629895814842474
14 1 27.76247567726393 1.833135364721973
