currPosX currPosY predPosX predPosY AX AY BX BY angle direction
1.3172963702938751 29.000102997842745 1.3172963702938751 29.000102997842745 1.3172963702938751 29.000102997842745 1.3172963702938751 29.000102997842745 0.0 Straight
1.70806903561802 28.552252339186015 2.098841700942163 28.104401680529286 2.098841700942163 28.104401680529286 2.098841700942163 28.104401680529286 0.0 Straight
1.8173299282738775 27.703011134023775 1.7858349345955928 26.653074655608776 2.5079305813541346 26.911538278331044 1.3495605332661023 26.762505771770403 33.77513176306675 Right
1.9325676260247653 26.67350663555208 2.0507937263231675 25.55387049042566 2.07623344134937 25.55684973131854 2.0393501620805825 25.552721197451277 0.9444108607374346 Straight
2.061691825762876 25.519823953172455 2.1977592764945983 24.30405217883886 2.1977791226068772 24.30405440015158 2.197751237020055 24.3040512790992 6.570835646186879E-4 Straight
2.2004755458690766 24.279501827070398 2.3440890261593244 22.99585997910712 2.3441445346187515 22.99586619059278 2.344067938452293 22.995857619995913 0.001709450208423391 Straight
2.2820564087005026 22.97446061706484 2.33503584289455 21.63705986510755 2.430891130111727 21.644311821822033 2.300033827794879 21.636131657434156 2.8074320171228635 Straight
2.286620045492146 21.623151859662205 2.252675069263899 20.24870932856102 2.3723980932100392 20.250968687035215 2.210112116357489 20.250420615211752 3.38352635234034 Right
2.2934484643264477 20.242257774786726 2.301409274182078 18.846571026174836 2.3025380782243343 18.846577921215868 2.298162024160908 18.846556281953077 0.08982263339748896 Straight
2.305893445517636 18.843952851606875 2.3211467078872667 17.436942509274814 2.323980763518558 17.43697608763036 2.3128513310728356 17.43687703514534 0.22660066384423772 Straight
2.401533133274599 17.508563674932304 2.538770174314454 16.204632371510403 2.576822754775338 16.209200600933723 2.4132018217680753 16.197482178157312 3.5865694893538773 Straight
2.7652266808038135 16.465680209036712 3.26294715821917 15.569049598530526 3.3439381046257166 15.619060333724722 2.8384854311638743 15.442789559538465 15.129135593756317 Right
3.6160484430580255 15.637929640464796 4.7104343126747334 14.917745520554773 4.864466418846167 15.240691480268255 4.047447908949467 14.40090090231201 26.56182736055265 Right
4.894670285222928 15.28503392377476 6.387192167343205 15.169565633025538 6.351176959253394 15.63078354890993 5.967643865520785 14.241155487001972 28.78320365324521 Right
6.256906004851521 15.122902911090463 7.660948663211968 15.056154250409067 7.661798007656324 15.168396104578541 7.611874538090884 14.748935741234872 8.642022608169995 Right
7.643608068689313 14.967310637034487 9.042543304631693 14.814987732292677 9.043060072355807 14.81981097227562 9.04094957908418 14.801001391959124 0.3853317425464846 Straight
9.046486371232783 14.80991851180316 10.45745279312911 14.651626460984154 10.457453653016081 14.651634125938791 10.457450271372108 14.651603984437426 6.119854471968721E-4 Straight
10.460646725636897 14.651237453567896 11.880448105971315 14.491911928830667 11.880451957791195 14.491946257390602 11.880446801352262 14.491900303377006 9.27231338489598E-4 Straight
11.882683677437397 14.491704986149912 13.308658927936111 14.331746814140564 13.308660743103832 14.331762996601244 13.308653540989182 14.331698798552228 0.0012897425345608229 Straight
13.310208311910795 14.331510575344907 14.740476787720633 14.170985192846395 14.740484484312432 14.171053783709866 14.740474201708848 14.170962153359902 0.0018353277848239815 Straight
14.74156268751153 14.170864254846855 16.174831933675954 14.009991979502278 16.174835614905103 14.010024780289362 16.174830699861097 14.009980987380034 8.753228820346237E-4 Straight
16.175598331030987 14.009985952921067 17.610974608509785 13.848991660281412 17.610978440903665 13.849025832414972 17.610963149190475 13.848889525271623 0.0027204869193484527 Straight
17.611487418878074 13.848792554126465 19.04830322888899 13.687441606897458 19.048321047404983 13.687600358275622 19.048297270041648 13.68738855272521 0.004223058350802944 Straight
19.05112173773935 13.719930982043127 20.49262867210772 13.607235323315427 20.49380704733095 13.623485915726839 20.48800147395282 13.558626372724998 1.290316335776721 Straight
20.497265701169738 13.7156984612815 21.946664486884707 13.773780466180696 21.942783735202354 13.83656190741643 21.942051499683064 13.586375780597303 4.947219513831358 Straight
21.943811528393503 13.709842649969527 23.390558287513954 13.703175193382382 23.39056745480479 13.70560833813724 23.390554320039804 13.702363691329838 0.06424903145563954 Straight
23.407936236090382 13.701688377321844 24.880850384023802 13.692384874006308 24.88086769731751 13.695725753428366 24.880842739488436 13.691244498536163 0.08715917076077719 Straight
24.822968128698058 13.68321409361458 26.213453613761146 13.659579804377525 26.213632889347565 13.675468947616942 26.2133610889496 13.654650482466456 0.4288972142563928 Straight
26.113859940630302 13.460066906464691 27.34268171222477 13.134583267593506 27.38494890344994 13.443471903737914 27.316759602861293 13.049001281385236 9.059393174379274 Left
27.130499142131494 12.622212044823856 28.010012038417145 11.477003345937238 28.553365694897995 12.376251333008472 27.64374938289324 11.272537977096258 29.685971954676855 Left
27.640402718930265 11.410425782916848 27.896938483377884 10.011673820876723 28.737821069632524 10.505997447837858 27.519793076798184 9.993467433501948 27.685926707098098 Left
27.746643148016283 10.00843951237269 27.651052003246114 8.511353237509908 28.328468715882604 8.62573058063108 27.379824301342854 8.553843721416946 18.487205535976145 Right
27.753509598781708 8.58656437042572 27.710689060386834 7.154744792777372 27.861748930858305 7.15819986917363 27.659070571039543 7.15722110462683 4.05681865758143 Right
27.75651340671506 7.156406563986884 27.757585893232374 5.722107425302103 27.763439776018423 5.722123748476809 27.755612015596856 5.722107307571653 0.15634780903566536 Straight
27.758350868783147 5.720478608409124 27.7596051579186 4.281665578261894 27.761372850052982 4.281668205127339 27.759011192472112 4.281665183070274 0.04702247052357222 Straight
27.759643120400494 4.280525783672536 27.76066276679247 2.838560524356532 27.76148830695762 2.8385613444301514 27.760386048517542 2.8385603552343754 0.02189885204269615 Straight
27.76062522191268 2.8377650783219015 27.761452248372287 1.393600432664266 27.76192125301975 1.3936007774047312 27.76129530500285 1.3936003513157118 0.012416929877048233 Straight
27.761398077778342 1.8972760446046713 27.762066310820742 1.2079228467043315 27.762061793428185 1.2079228423401427 27.76186732744449 1.207922682535859 0.008081545659479161 Straight
