timeStep VRUID x-position y-position
357 17 1.63876064232645 93.44378402333226
358 17 2.8611933649863994 93.43061409945928
359 17 4.606616812665118 93.42166692535649
360 17 6.716886158722233 93.41391020445877
361 17 9.081700749455546 93.40807998491718
362 17 11.624105291528272 93.40448450914386
363 17 14.29040895924888 93.40287235286559
364 17 17.043153150270182 93.40297286598519
365 17 19.856202597058857 93.40591395023296
366 17 21.924176974805846 93.90520130756148
367 17 23.10862545118244 92.4171712512176
368 17 22.53444731168561 89.7945163157771
369 17 22.317618671547997 87.15001116748745
370 17 20.5213908018666 85.54176563476416
371 17 17.73311315042702 85.05366863913471
372 17 14.905943441866636 84.57418125862064
373 17 12.053539841529437 84.09037318782042
374 17 9.18355361267568 83.6034183506297
375 17 6.289926890880017 83.49941769368786
376 17 4.578579869186848 82.75981969476601
377 17 5.705744740810093 81.50955836668201
378 17 8.332776200281277 81.44707316090107
379 17 11.060978348926907 81.4481021576858
380 17 13.856907149504035 81.44939260320898
381 17 16.700087109088162 81.45106476807283
382 17 19.576232791403086 81.45335791201275
383 17 22.475376981405216 81.45683280375502
384 17 25.39056265978062 81.46326631479471
385 17 28.30512524853859 81.48490461566249
386 17 30.65751051289988 82.65693312921879
387 17 32.430823722236404 84.96296933544352
388 17 34.12521731404308 87.35842164047732
389 17 35.82309623329953 89.75810593903263
390 17 37.52064189301473 92.16269373158396
391 17 38.80901371058216 94.52790146064963
392 17 41.21039535993284 94.57675897734484
393 17 42.3852059259791 92.1515798055597
394 17 43.02943591521051 89.3405871472356
395 17 43.676813373625535 86.50911605624663
396 17 44.324141211234085 83.6628465700314
397 17 44.888414764095906 81.16040780562149
398 17 45.046097940983465 78.25175390146977
399 17 45.03137466308544 75.27149921158406
400 17 44.98761971843753 72.33752808795228
401 17 44.444406576756876 70.08887644022882
402 17 41.597522062396884 69.83682367456971
403 17 38.66762807528329 69.85656960088886
404 17 35.73078602177068 69.86163475025283
405 17 32.800510527031825 70.02286090121072
406 17 29.888991524621 70.46103147800447
407 17 27.058554167881756 70.47932619706614
408 17 24.522455401964315 71.95759713477322
409 17 22.43410132168999 73.74730618881212
410 17 19.584058295979617 74.02643833499394
411 17 16.862127682663672 73.48819997110635
412 17 15.492647615480324 71.15210547980425
413 17 15.50347635316876 68.266312617511
414 17 16.477985783094944 65.71438515917559
415 17 18.50716211725569 63.609361793625034
416 17 20.28533110201558 62.18690407479809
417 17 20.515197725574517 59.35633454036065
418 17 20.11849874049468 56.61143438418424
419 17 18.712371664975123 54.267631431279966
420 17 16.38280521365068 52.89087226143188
421 17 13.46722983877055 52.76052662697225
422 17 10.540082240429983 52.73349507310366
423 17 8.107744781724296 53.72050033987554
424 17 7.345491211469202 56.493820346663
425 17 6.939047119843084 59.39911178679719
426 17 6.531820329135486 62.30998361596326
427 17 6.124010808209451 65.22474361559141
428 17 5.715721610353388 68.14220606347182
429 17 5.512059850869876 71.09488145826867
430 17 5.457667134683953 73.70829852380957
431 17 3.9990814945372595 74.30174732059189
432 17 3.446292049829109 71.9453102467106
433 17 3.4470490345082876 69.20361741138089
434 17 3.4481084902436883 66.39827643513684
435 17 3.4494282081204477 63.54852970443323
436 17 3.451135822146893 60.66780225823696
437 17 3.45348321324206 57.765460608010684
438 17 3.4570660182632476 54.848040200911896
439 17 3.463777472911185 51.92010461652618
440 17 3.48792052399302 49.00354454212835
441 17 4.943432796476438 46.80263051300453
442 17 7.753127293831016 46.44835665813202
443 17 10.676506031867047 46.4497742949254
444 17 13.608605301150924 46.45164943195171
445 17 16.546787328057434 46.454231686239204
446 17 19.489212179413165 46.45834940783232
447 17 22.434586498680385 46.46674448225147
448 17 25.263918415140786 46.649439062957924
449 17 27.702458996551453 47.6545042283881
450 17 29.677671467532367 49.78893793484105
451 17 31.261436434107523 52.27806268855729
452 17 32.84552196245745 54.767685706780696
453 17 34.42910970794876 57.25811495478213
454 17 35.8203076385856 59.725435489143344
455 17 38.495559898008004 60.55458049801852
456 17 41.43819646034442 60.567958160040256
457 17 44.38376824988197 60.57052989965245
458 17 47.331351376826554 60.5718830189291
459 17 49.06382993736484 60.572755624429746
